Company name,Ad description,Month
Dunkin Donuts,Ramadan this year with Dunkin' other offers ???? ? #Ramadan_Kareem,April
Dunkin Donuts,"In the holy month of #Ramadan,
our branches are waiting for you from before Iftar to before Suhoor ????",April
Dunkin Donuts,"Evaluation session for the series #Ramadan
Ibleha Donut ????",April
Dunkin Donuts,"Dunkin' participation in the month of goodness ??
Iftar fasting distributed in 18 cities in the Kingdom of Saudi Arabia ??????
#Ramadan_Kareem",April
Dunkin Donuts,"New flavors complement the awesome Ramadan offers ??
Fresh Mango - Red Velvet - and Choco Sprinkle ??",April
Dunkin Donuts,Shape the donut to your taste.. and try the new types this #Ramadan,April
Dunkin Donuts,"dunkindonutsksa
The offer that suffices and
fulfills 18 donuts at a price you can't miss ????",April
Dunkin Donuts,With you from breakfast to suhoor ????,April
Dunkin Donuts,Dunkin brings us together and offers in Ramadan for all your gatherings ????,April
Dunkin Donuts,"9 donuts according to your taste..
our offers in the month of goodness ????",April
Dunkin Donuts,"New types of fancy and regular donuts, try it today with #Ramadan offers ??",April
Dunkin Donuts,Our creativity with Oreo continues.. Try our new drink ???,April
Dunkin Donuts,"We are all good in the month of goodness ??
Dunkin' breakfast from different cities of Saudi Arabia ??
#Ramadan",April
Dunkin Donuts,"Assorted donut offers
18 pieces to your taste for 46 riyals ????
#Ramadan_Kareem",April
Dunkin Donuts,"Our offers in the month of goodness for all Fridays are available ????
#Ramadan_Mubarak",April
Dunkin Donuts,Our new date donut.. the most delicious flavor you have to pass ????,April
Dunkin Donuts,"Ramadan offers are like no other offers ??
9 donuts of your choice for 22 riyals!",April
Dunkin Donuts,"New types of fancy and regular donuts ?? What did
you try from them? ????",April
Dunkin Donuts,If dreams come true,April
Dunkin Donuts,Delicious donuts for your big gatherings ????,April
Dunkin Donuts,Show lovers and light gatherings ????,April
Dunkin Donuts,Try the dates donut with coffee and live the nights of #Ramadan ??,April
Dunkin Donuts,Oreo after the donut became a new drink ????,April
Dunkin Donuts,Your Ramadan gatherings we forgot from our offers ????,April
Dunkin Donuts,New donut flavors are waiting for you with an awesome show ????,April
Dunkin Donuts,Set the mood and sweeten your day with coffee and donuts ????,April
Dunkin Donuts,When is your coffee time? ,April
Dunkin Donuts,The taste of dates we are accustomed to and love has become donut in Dunkin' ??,April
Dunkin Donuts,Our new drink.. you will definitely like it ??,April
Dunkin Donuts,The first thing we need at the beginning of the holiday is a donut box ??,April
Dunkin Donuts,This time we made it difficult.. What is the number corresponding to the picture? ??,April
Dunkin Donuts,"In the month of goodness hasten, even if it is only half a date..because charity created us with it ??",April
Dunkin Donuts,Try new types of donuts with Ramadan offers ????,April
Dunkin Donuts,Ramadan offers for donuts and groups continue ???,April
Dunkin Donuts,Dunkin' Box offer with 12 regular donuts for all your Ramadan gatherings ????,April
Dunkin Donuts,The 18 donut show... with new types that complement the sweetness of Ramadan Friday ??,April
Dunkin Donuts,"24 days have passed full of beautiful smiles and sincere prayers ?? and
continue with you at the end of the holy month ??",April
Dunkin Donuts,Ramadan offers continue... 9 write down your mood for 25 riyals! ????,April
Dunkin Donuts,A few days and we bid farewell to the sweetness of Ramadan offers..don't miss it ????,April
Dunkin Donuts,"
The deliciousness of the Oreo drink is worth a try ??",April
Dunkin Donuts,Dunkin' box with 12 donuts... an offer that suffices and suffices ????,April
Dunkin Donuts,Ramadan offers on the last..don't miss it ????,April
Dunkin Donuts,The beauty of the Ramadan atmosphere is complemented by Oreo drink ?,April
Dunkin Donuts,Ramadan offers are in their last days ????,April
Dunkin Donuts,"Our new creativity with Oreo never stops ????
#Frabi_Oreo",April
Dunkin Donuts,"Your Eid with us this year is good ?? Your
black coffee is the size you want for 5 riyals ??
#Eid_Al-Fitr_Al-Mubarak",May
Dunkin Donuts,"Our new creativity with Oreo never stops ????
#Frabi_Oreo",May 
Dunkin Donuts,"Your Eid with us this year is good ?? Your
black coffee is the size you want for 5 riyals ??
#Eid_Al-Fitr_Al-Mubarak",May 
Dunkin Donuts,"Your Eid with Dunkin' is cool ????
black coffee for 5 riyals all sizes ??
#Eid_Al-Fitr",May 
Dunkin Donuts,"Your black coffee today any size for 5 riyals ??

#Eid_Al-Fitr",May 
Dunkin Donuts,"And the people of Eid complete it with a new type of frappe
???? #Frapi_Oreo",May 
Dunkin Donuts,"Before the holiday ends , enjoy the #Farabi_Oreo show with an Oreo donut for 16 riyals ????",May 
Dunkin Donuts,A delicious drink awaits you with the taste of Oreo you love ????,May 
Dunkin Donuts,The delicious Oreo duo with an awesome show ????,May 
Dunkin Donuts,"Al-Ruqan offer ?? Cool
and sweeten and enjoy the taste of Oreo for only 16 riyals ??",May 
Dunkin Donuts,"On the occasion of the return of the swirls ?? We
remind you of Dunkin' products that keep your coffee warm for longer ????",May 
Dunkin Donuts,The delicious Oreo duo with an awesome show.. its time ??????,May 
Dunkin Donuts,Donut offers and new types.. complementary with you ????,May 
Dunkin Donuts,With which coffee do you prefer the coffee roll? ??,May 
Dunkin Donuts,The new #Frapby_Oreo refreshes you ????,May 
Dunkin Donuts,"Farabi Oreo ??.. Don't Oreo ?? Their
time is now ????",May 
Dunkin Donuts,"Oreo lovers, where are you? ??
The donut box show has become Oreo text ????",May 
Dunkin Donuts,Cold and sweet with the only drink #Farabi_Oreo ????,May 
Dunkin Donuts,The delicious Oreo donut became more with the donut offers ????,May 
Dunkin Donuts,Start the weekend right with the Oreo show ????,May 
Dunkin Donuts,The notice that understands you ??,May 
Dunkin Donuts,Dunkin is with you first and next!,May 
Dunkin Donuts,"In short, if the sun is on your left pilgrims ??

Receive Dunkin' branches everywhere ????",May 
Dunkin Donuts,"Dunkin' with you first
and
next
!",May 
Dunkin Donuts,"The right drink at the right time ??
#Frapi_Oreo",May 
Dunkin Donuts,The joy of 17 increased the opening of two joys.. with you ????,May 
Dunkin Donuts,The delicious donut offers that you can't miss ????,May 
Dunkin Donuts,"Dunkin' is a main sponsor for your fun moments in the #JeddahSeason with five new branches ????
?? #Jeddah_Pierre
?? #CityWalk
?? #ArtPromenade
?? #JeddahJunegle",May 
Dunkin Donuts,The delicious summer duo with a unique show ????,May 
Dunkin Donuts,One click? ??,May 
Dunkin Donuts,Together and not looking at the Oreo donut show with you ????,May 
Dunkin Donuts,"It's the solution, don't let the sun settle on you #Farabi_Oreo ??",May 
Dunkin Donuts,"What was your coffee, try it with Boston Cream ????",May 
Dunkin Donuts,The adequate presentation of Abu Uloom Ghanema warms the heart ??,May 
Dunkin Donuts,"For every mood.. a suitable type of tea ??
Treat your mood on the occasion of #InternationalTeaDay ??",May 
Dunkin Donuts,The beginning of a week I like with the Oreo donut show ???,May 
Dunkin Donuts,#FrappiOreo is the perfect summer friend ??,May 
Dunkin Donuts,If they like Dunkin' friends... Creativity gets out of hand ????,May 
Dunkin Donuts,Show the donut is a friend of all times ???,May 
Dunkin Donuts,#Farabi_Oreo cools the heart ???,May 
Dunkin Donuts,"Dunkin' summer with the taste of winter ????
#Karak_Sar_Bard ??",May 
Dunkin Donuts,Coffee and dessert with an awesome show ????,May 
Dunkin Donuts,The taste of winter in the heat separates ????,May 
Dunkin Donuts,Weekend sponsored by the legendary Oreo duo ????,May 
Dunkin Donuts,Crack Bard .. Solid temperament,May 
Dunkin Donuts,Diversify and shape the types you love with the Oreo donut show ????,May 
Dunkin Donuts,"How did you like Oreo exists!
A donut, a cold drink, or even a hot drink ????",May 
Dunkin Donuts,The beginning of a week and the beginning of studying with the Oreo donut show ????,May 
Dunkin Donuts,Cold karak with the taste of winter memories ????,May 
Dunkin Donuts,"Reply Arts ??
If someone says to you:
Invite me to have a coffee and write down, calm down and
focus and tell him
Dunkin is present ????",May 
Dunkin Donuts,Friend of sunny days and forgetful nights #Farabi_Oreo ????,May 
Dunkin Donuts,"The present resolves the absent ??

Donut for free with any cold or hot drink ??",Junee
Dunkin Donuts,Free donut roll with any drink you buy hot or cold ??,Junee
Dunkin Donuts,"Lynn at 12 pm, our show is complete with you ????",Junee
Dunkin Donuts,"People of the mood, Dunkin' friends, this offer is for you ????",Junee
Dunkin Donuts,With you in the long day and cold night,Junee
Dunkin Donuts,"Your summer gatherings, Donut Oreo offers to sweeten ????",Junee
Dunkin Donuts,#Farabi_Oreo cools the heart.. how would it be if he had an offer ????,Junee
Dunkin Donuts,"Surprising quiz ?? Can you
know where the munchkins have gone ???",Junee
Dunkin Donuts,Coffee you like and don't make your day ????,Junee
Dunkin Donuts,Good nights drink ??????,Junee
Dunkin Donuts,Our summer drinks make you choose what confuse you ????,Junee
Dunkin Donuts,Weekend Ride starts with #Farabi_Oreo ????,Junee
Dunkin Donuts,"The king of Fridays, the friend of the heretics, the crisis manager.. sure the donut show ????",Junee
Dunkin Donuts,The show that includes different tastes in all Fridays ????,Junee
Dunkin Donuts,"With the latte, what kind of munchkins do you prefer? ????",Junee
Dunkin Donuts,Karak cools the heart ??????,Junee
Dunkin Donuts,We promised Tuesday... ??,Junee
Dunkin Donuts,Special Tuesday at Dunkin' Friends is back! ????,Junee
Dunkin Donuts,Our show continues with you until the end of Tuesday.. we are waiting for you ????,Junee
Dunkin Donuts,"Our beloved people of Al Majma`ah ??
Our branch on King Fahd Road welcomes you tomorrow Thursday at 4 pm
and may God bless you first hour of coffee and a free blog ????",Junee
Dunkin Donuts,Oreo donut show for all your good days ????,Junee
Dunkin Donuts,"Our beloved people of Jeddah ??
Our branch in Al-Hamra neighborhood, Al-Corniche sub-road, is back, welcomes you ????",Junee
Dunkin Donuts,The right week's start with coffee and a donut ????,Junee
Dunkin Donuts,Oreo duo show .. the champion of the summer ????,Junee
Dunkin Donuts,I gathered you with the donut show complete ????,Junee
Dunkin Donuts,The weather is hot and Karak is cold ???,Junee
Dunkin Donuts,Final week and brogan coffee and donuts ????,Junee
Dunkin Donuts,"The people of the Black and the Dark Roast.. the people of a good mood, we came back on Tuesday ??",Junee
Dunkin Donuts,Exclusive offers through the app@jahezappFor all your gatherings and you alone ????,Junee
Dunkin Donuts,"The big show, in all sizes, and all the halls.. Waiting for you tomorrow from 6 am ????",Junee
Dunkin Donuts,"Until the end of the day, Tuesday, your black coffee, the size you wanted, is only 5 riyals! ????",Junee
Dunkin Donuts,Favorite show every day.. Oreo donut show ??,Junee
Dunkin Donuts,Lalali al-Raqiq .. Drinking Oreo Yakmal,Junee
Dunkin Donuts,You don't need to think.. Weekend Show ????,Junee
Dunkin Donuts,Dunkin' Weekend Deals ????,Junee
Dunkin Donuts,For Dunkin' friends sponsoring the donut.. an offer that makes you happy ????,Junee
Dunkin Donuts,What is the way to collect the Oreo duo? ????,Junee
Dunkin Donuts,Cool your heart with a cold karak ??,Junee
Dunkin Donuts,Coffee with a donut duo ??????,Junee
Dunkin Donuts,Undisputed lover of summer ????,Junee
Dunkin Donuts,Delicious types with new flavors ????,Junee
Dunkin Donuts,Cold Pro complements its faces with...? ????,Junee
Dunkin Donuts,"For a continuous flowering, try the hot Oreo drink ????",Junee
Dunkin Donuts,"Our beloved people of Al-Majardah ??
Our new branch in Khalidiya awaits you tomorrow from 5 pm ??
(The first two hours of opening coffee and a free donut) Greetings ??",Junee
Dunkin Donuts,"Our loved ones in Mecca ??
Our new branch next to the campus in Jabal Omar awaits you tomorrow from 4 pm ??
(first hour of opening coffee and a free blog) Greetings ??",Junee
Dunkin Donuts,"Our beloved people of Madinah ??
Our new branch near the civil campus next to the Crowne Plaza awaits you from tomorrow at 5 pm ??
(first two hours of opening free coffee and blog) Greetings ??",Junee
Dunkin Donuts,"Our beloved people of Zulfi ??
Our branch on Abu Bakr Al-Siddiq Road welcomes you tomorrow from 4 pm ??
(first hour of opening coffee and a free blog) Greetings ??",Junee
Dunkin Donuts,"Our beloved people of Dhahran ??
Our new branch in Al-Qusour neighborhood awaits you tomorrow from 5 pm ??
(first hour of opening coffee and a free donut) Greetings ??",Junee
Dunkin Donuts,Your Formula 1 ticket is ready with every order from Dunkin' #Formula1_inSaudi Arabia????,March
Dunkin Donuts,"Tickets are sold out in all our branches ??
Dunkin' friends Enjoy the atmosphere of Formula and the next is definitely stronger????",March
Dunkin Donuts," ??Dear people of Jubail
, our new branch is waiting for you in the Jalmoudah neighborhood. Location",March
Dunkin Donuts,Prepare it at home with the same taste you like. Available in our branches and delivery apps,March
Dunkin Donuts,"Congratulations,   our Hawks qualified for the World  Cup for the sixth time in its ancient history????",March
Dunkin Donuts," From the youngest of us to the eldest.. #With you, the
 green forever . ??????
Congratulations on the arrival   of our #falcons to the World Cu",March
Dunkin Donuts,The assorted donut box offers you what you can't miss ,March
Dunkin Donuts,Good Friday on the cappuccino and donut show????,March
Dunkin Donuts,"Strengthen your mood with Dunkin' in #Formula1_in_Saudi Arabia 
Our branches are waiting for you Main
 Village Middle Village 3 Party area ??
 ",March
Dunkin Donuts,???? Accused gatherings have their offer,March
Dunkin Donuts,Replace the light of the moon with moonlight and a cup of Dunkin' starting at 8:30 pm and be part of the change in #EarthHour ??,March
Dunkin Donuts,Dunkin' friends.. we continue with you today in the last days of #Formula1_in_Saudi Arabia and in three different locations????,March
Dunkin Donuts,"Dunkin' Lounge ??
The most beautiful coffee and the strongest view in the heart of the event   #Formula1_in_Saudi Arabia
 ",March
Dunkin Donuts,Our loved ones in Najran our new branch in Al-Azzam Mall ??,March
Dunkin Donuts,"A day when you are in your condition and one coffee drinker passes by you with a super charge , try adding to your coffee and enjoy the energy",March
Dunkin Donuts,"Dunkin' latte with a donut of your choice, this offer is the key to the rogan ??",March
Dunkin Donuts,The super charge makes a difference try adding it to your coffee for 3 riyals!,March
Dunkin Donuts,What if he came back apologizing...with a note?????,March
Dunkin Donuts,"We are all with you green, so you win and lead, hawks #with you _ green?? ????",March
Dunkin Donuts,"Ahead , green, former your opponents, ???? congratulations for winning and the lead for our dear Team #with you _ green forever???? ?? ",March
Dunkin Donuts,Your day depends on the cappuccino and donut offer  From Dunkin'????,March
Dunkin Donuts,Five drinks are there.. you know them???,March
Dunkin Donuts,"Do you know our designer money in football, brothers?",March
Dunkin Donuts,Samosa wrapping groups need a donut show,March
Dunkin Donuts," Dunkin' friends we congratulate you on the advent of the holy month of Ramadan, may God bring it back to us and you in  Yemen and delights #Ramadan",April
Dunkin Donuts,Ramadan this year with Dunkin' offers other than #Ramadan_Kareem,April
Dunkin Donuts,"In the holy month of #Ramadan,
our branches are waiting for you from before Iftar to before Suhoor ????",April
Dunkin Donuts,Evaluation session for the series #Ramadan  Yabilha Donut????,April
Dunkin Donuts,"Dunkin' participation in the month of goodness ??
Iftar fasting distributed in 18 cities in the Kingdom of Saudi Arabia ??????
#Ramadan_Kareem",April
Dunkin Donuts,New flavors complement the amazing Ramadan offers Fresh Mango - Red Velvet - and Choco Sprinkle,April
Dunkin Donuts,Shape the donut to your taste.. and try the new types this #Ramadan,April
Dunkin Donuts,The offer that suffices and fulfills 18 donuts at a price you can't miss,April
Dunkin Donuts,With you from breakfast to suhoor????,April
Dunkin Donuts,Dunkin brings us together and offers in Ramadan for all your gatherings ????,April
Dunkin Donuts,donuts according to your taste.. our offers in the month of goodness,April
Dunkin Donuts,"donuts, try it today  New types of fancy and regular with #Ramadan offers",April
Dunkin Donuts,Our creativity with Oreo continues.. try our new drink,April
Dunkin Donuts,"We are all good in the month of goodness ??
Dunkin' breakfast from different cities of Saudi Arabia ??
#Ramadan",April
Dunkin Donuts,Various donut offers 18 pieces to your taste for 46 riyals #Ramadan_Kareem,April
Dunkin Donuts,"Our offers in the month of goodness for all Fridays are available ????
#Ramadan_Mubarak",April
Dunkin Donuts,Our new date donut.. the most delicious flavor you have to go with dates,April
Dunkin Donuts,Ramadan offers are like the offers of 9 donuts of your choice for 22 riyals!,April
Dunkin Donuts,"The new types of donuts from the fancy and the  regular, and ?? what have you tried?????",April
Dunkin Donuts,If dreams come true??,April
Dunkin Donuts,Delicious donuts for your big gatherings????,April
Dunkin Donuts,Show dears and light gatherings????,April
Dunkin Donuts,Try the dates donut with coffee and live the nights of #Ramadan ??,April
Dunkin Donuts,Oreo after the donut became a new drink????,April
Dunkin Donuts,Your Ramadan gatherings we forgot from our offers??,April
Dunkin Donuts,New donut flavors are waiting for you with an amazing  show????,April
Dunkin Donuts,Set your mood and sweeten your day with coffee and donuts ,April
Dunkin Donuts,When is your coffee time???,April
Dunkin Donuts,The taste of dates that we are accustomed to and love has become a donut at Dunkin'??,April
Dunkin Donuts,Our new drink.. you will definitely like it??,April
Dunkin Donuts,The first thing we need at the beginning of the holiday  is a box donut??,April
Dunkin Donuts,This time we made it difficult.. What is the number corresponding to the picture? ??,April
Dunkin Donuts,"In the month of good hasten, even if it is half a date..because charity created us with it??",April
Dunkin Donuts,Try new types of donuts with Ramadan offers??,April
Dunkin Donuts,Ramadan offers for donuts and groups continue???,April
Dunkin Donuts,Dunkin' Box offer with 12 regular donuts for all your Ramadan gatherings ????,April
Dunkin Donuts,The 18 donut show ... with new types that complement the sweetness of Ramadan Friday??,April
Dunkin Donuts,"days have passed, filled with beautiful smiles and  24 sincere ??
prayers, continuing with you at the end of the holy month??",April
Dunkin Donuts,Ramadan offers continue... 9 write down your mood for 25 riyals! ????,April
Dunkin Donuts,A few days and we bid farewell to the sweetness of Ramadan offers..don't miss it ????,April
Dunkin Donuts,The deliciousness of the Oreo drink is worth a try??,April
Dunkin Donuts,Dunkin' box with 12 donuts... Offer enough and  enough????,April
Dunkin Donuts,Ramadan offers on the last..don't miss it????,April
Dunkin Donuts,The beauty of the Ramadan atmosphere is complemented by Oreo drink ?,April
Dunkin Donuts,Ramadan offers in their last days????,April
Dunkin Donuts, Our new creativity with Oreo doesn't stop  #Farabi_Oreo???? ,April
Dunkin Donuts,"Eid Al-Fitr with us this year, change ??
your black coffee, the size you want, for 5 riyals #Eid_Al-Fitr_Al-Mubarak??",May 
Dunkin Donuts,"Eid Al -Fitr with Dunkin' ????
black coffee for 5 riyals all sizes #Eid_Al_Fitr??",May 
Dunkin Donuts,Your black coffee today any size for 5 riyals #Eid_Al-Fitr??,May 
Dunkin Donuts,"Farabi And the feast of the feast is complemented by a new type of Farabi #Farabi_Oreo????
",May 
Dunkin Donuts,"Before the holiday ends , enjoy the #Farabi_Oreo offer with Oreo donuts for ",May 
Dunkin Donuts,A delicious drink awaits you with the flavor of Oreo that you love????,May 
Dunkin Donuts,The delicious Oreo duo with an amazing show????,May 
Dunkin Donuts,"Al- Ruqan offer , cool and sweeten ?? and enjoy the taste of Oreo for only 16 riyals?? ",May 
Dunkin Donuts,"on the occasion of the return of the whirlpools ??
, we remind you of Dunkin' products that preserve the heat of your coffee for a longer period????",May 
Dunkin Donuts,"The delicious Oreo duo with an awesome show.. its time??????
",May 
Dunkin Donuts,Donut offers and new types.. complete with you????,May 
Dunkin Donuts,With which coffee do you prefer the coffee roll?,May 
Dunkin Donuts,"The new #Frapby_Oreo refreshes you????
",May 
Dunkin Donuts,Farabi Oreo..don't have ??Oreo ?? time now????,May 
Dunkin Donuts,"Oreo lovers, where are you? ?? 
Donut box offer has become Oreo text????

",May 
Dunkin Donuts,Cold and sweet with the only drink #Farabi_Oreo ????,May 
Dunkin Donuts,"The delicious Oreo donut became more with the donut offers????
",May 
Dunkin Donuts,Start the weekend right with the Oreo show????,May 
Dunkin Donuts,The notice that understands you??,May 
Dunkin Donuts,Dunkin is with you first and next! Stay tuned??,May 
Dunkin Donuts,"In short, if the sun is on your left pilgrims, you will find  Dunkin' branches everywhere???? ",May 
Dunkin Donuts," ????
King Khalid University - Administration Building 
 https:// goo.gl/maps/ZQ22nQSxg Aetj5LR7  
King Khalid University - College of Sharia 
",May 
Dunkin Donuts,"Location ????
Makkah Al-Mukarramah 
 https:// goo.gl/maps/ekLZsVNJr RsB1dDr5  
Medina 
 https:// goo.gl/maps/JKwg5b1h1 n6mS6Vh6  
King Abdullah Economic City 
 https:// goo.gl/maps/JQjrq3Zc5 9B5fckX6  
",May 
Dunkin Donuts,"Dunkin' is with you first and ??

next ??

",May 
Dunkin Donuts,The right drink at the right time #Frapi_Oreo??,May 
Dunkin Donuts,"We thank God for the safety of our father, King Salman bin Abdulaziz , the Custodian of the Two Holy Mosques. May God prolong his life and protect us  from all harm.??????",May 
Dunkin Donuts,The joy of 17 increased the opening of two joys.. with your presence????,May 
Dunkin Donuts,The delicious donut offers that you can't miss????,May 
Dunkin Donuts,"
The heroes of the #Saudi_National_Science_and_Engineering,  you are our bright future, and in appreciation of ????
your talent and support for your creativity, we offer you drinks and written notes for free for a year so that you like and create more for us #ISEF_2022",May 
Dunkin Donuts,Dunkin' is a main sponsor for your fun moments in #JeddahSeason with 5 new branches #JeddahPier #CityWalk #ArtPromenade #JeddahJunegle??,May 
Dunkin Donuts,The delicious summer duo with a unique offer????,May 
Dunkin Donuts,One click?????,May 
Dunkin Donuts,Combined and not looking at the show Donut Oreo with you????,May 
Dunkin Donuts,"It's the solution, don't let the sun settle on you #Farabi_Oreo ??",May 
Dunkin Donuts,"It's the solution, don't let the sun settle on you #Farabi_Oreo ??",May 
Dunkin Donuts,"It's the solution, don't let the sun settle on you #Farabi_Oreo ??",May 
Dunkin Donuts,I love the start of a week with the Oreo donut show???,May 
Dunkin Donuts,#FrappiOreo is the perfect summertime friend??,May 
Dunkin Donuts,Show donut friend all time???,May 
Dunkin Donuts,#FrappiOreo cools the heart???,May 
Dunkin Donuts,"hello, the artist Badr. ??

In appreciation of your art with Dunkin' mugs, we would like to host you in one of our branches to display your previous and upcoming works and be a source of inspiration for Dunkin' creative friends ??

. We will contact you in private",May 
Dunkin Donuts,Dunkin' summer with the taste of winter #Karak_is_cold????,May 
Dunkin Donuts,Coffee and dessert with an awesome show????,May 
Dunkin Donuts,The taste of winter in the heat differentiates????,May 
Dunkin Donuts,Weekend sponsored by the legendary Oreo duo????,May 
Dunkin Donuts,Cracked bard .. solid liquid??,May 
Dunkin Donuts,Diversify and shape the types you like with the Oreo donut offer????,May 
Dunkin Donuts,"How did you like Oreo exists! A donut, a cold drink, or even a hot drink??",May 
Dunkin Donuts,The beginning of a week and the beginning of studying with the Oreo donut show???? ,May 
Dunkin Donuts,Cold karak with the taste of winter memories????,May 
Dunkin Donuts,"The arts of responding ??
If someone says to you: Invite me to have a coffee and write down, calm down and focus and tell him that Duncan is present.???? ",May 
Dunkin Donuts,Friend of sunny days and forgetful nights #FarabiOreo ????,June
Dunkin Donuts,"Ok, and if we told you on Friday, which regular donut for free with any drink??? ",May 
Dunkin Donuts,The present intends the absent ?? donut for free with any cold or hot drink??,June
Dunkin Donuts,Free donut roll with any drink you buy hot or cold??,June
Dunkin Donuts,"Lynn at 12 pm, our show is complete with you????",June
Dunkin Donuts,"And you are fine, messenger of love 
, by God, we wanted to go down with you with a very dangerous offer?? ",June
Dunkin Donuts,fun,June
Dunkin Donuts,"People of the mood, Dunkin' friends, this offer is for you????",June
Dunkin Donuts,With you in the long day and cold night????,June
Dunkin Donuts,"Your summer gatherings, Don't Oreo offers to sweeten them????",June
Dunkin Donuts,#Farabi_Oreo cools the heart.. how would it be if he had an offer????,June
Dunkin Donuts,"Sudden Quiz , can you ?? know where the Munchkins went ??? ",June
Dunkin Donuts,Coffee you like and don't make your day????,June
Dunkin Donuts,Good Nights Drink??????,June
Dunkin Donuts,Our summer drinks make you choose what confuse you????,June
Dunkin Donuts,Weekend Ride starts with #FarabiOreo ????,June
Dunkin Donuts,"The king of Fridays, the friend of the heretics, the crisis manager.. sure the donut show???? ",June
Dunkin Donuts,The show that includes different tastes in all Fridays????,June
Dunkin Donuts,"With the latte, what kind of munchkins do you prefer?????",June
Dunkin Donuts,Karak cools the heart??????,June
Dunkin Donuts,We promised Tuesday...??,June
Dunkin Donuts,Special Tuesday at Dunkin' Friends is back!????,June
Dunkin Donuts,our show continues with you until the end of Tuesday.. we are waiting for you????  ,June
Dunkin Donuts,"our beloved people of Majma’ah , ??
our branch on King Fahd Road welcomes you tomorrow, Thursday at 4 pm, and may God bless you, the first hour of coffee and you wrote it down for free ???? ",June
Dunkin Donuts,Oreo donut show for all your good days????,June
Dunkin Donuts,"
Dear people of Jeddah ??, our branch is in Al-Hamra neighborhood, Al-Corniche branch road, is back. Greetings. Location",June
Dunkin Donuts,The right week's start with coffee and a donut????,June
Dunkin Donuts,Oreo duo show .. the champion of the summer????,June
Dunkin Donuts,I brought you together with a donut show to complete????,June
Dunkin Donuts,The weather is hot and Karak is cold???,June
Dunkin Donuts,The end of the week and brogan coffee and donuts????,June
Dunkin Donuts,"our falcons, our heroes ??
, congratulations to our team Al-Nasr, and for winning the Asian U- 23 Cupo",June
Dunkin Donuts,"The people of the Black and the Dark Roast.. the people of a good mood, we came back on Tuesday?? ",June
Dunkin Donuts,"Exclusive offers through the app
@JahezApp
For all your gatherings and for you alone????",June
Dunkin Donuts,"The big show, in all sizes, and all the halls.. awaits you tomorrow from 6 am ",June
Dunkin Donuts,"Until the end of the day, Tuesday, your black coffee, the size you wanted, is  only 5 riyals!????",June
Dunkin Donuts,Favorite show every day.. Oreo donut show??,June
Dunkin Donuts,Laliyali Al-Raiqa??,June
Dunkin Donuts,What you need to think about.. Weekend Show????,June
Dunkin Donuts,Dunkin' Bullock Weekend Deals????,June
Dunkin Donuts,For Dunkin' friends sponsoring the donut.. an offer that makes you happy ,June
Dunkin Donuts,What is the way to collect the Oreo duo?????,June
Dunkin Donuts,Chill your heart with a cold karak??,June
Dunkin Donuts,Coffee with donut duo rogan??????,June
Dunkin Donuts,Undisputed summer lover????,June
Dunkin Donuts,Delicious new flavors????,June
Dunkin Donuts,Cold Pro complements its faces with...?????,June
Dunkin Donuts,"For a continuous mood, try the hot Oreo drink????",June
Dunkin Donuts,"Dear people of Al-Majardah ??
, our new branch in Khalidiya is waiting for you tomorrow from 5 pm ??
(the first two hours of the opening are free coffee and donuts) ??
",June
Dunkin Donuts,"Our loved ones in Mecca ??
, our new branch next to the campus in Jabal Omar awaits you tomorrow from 4 in the afternoon ??
(the first hour of opening coffee and a note for free) ??
",June
Dunkin Donuts,"Dear people of Madinah , our new branch near Al-Haram Al- Madani?? 
, next to the Crowne Plaza, is waiting for you from tomorrow at 5 pm (the first two ??hours of opening coffee and a note for free ??
",June
Dunkin Donuts,"
Dear people of Zulfi ??, our branch on Abu Bakr Al-Siddiq Road welcomes you tomorrow from 4 pm (the first hour?? 
of the opening is coffee and a note for free) Greetings Location https://goo.gl/maps/xaR7FZs4y?? 
",June
Dunkin Donuts,"dear people of Dhahran ??
, our new branch in Al-Qusour neighborhood awaits you tomorrow from 5 in the afternoon ( the ??
first hour of the opening, free coffee and a ?? note
",June
Dunkin Donuts,What is the science?,June
Dunkin Donuts,"New Dunkin' Salted Caramel Signature Latte and Cold Brew. A Dunkin' Cold Brew topped with salted caramel cold foam, or a Dunkin' Espresso topped with whipped cream, caramel sprinkles and cinnamon sugar. Try both for $3. America moves with Dunkin'. Price and participation may vary. ",May 
timhortonssaudi,"The celebrations are not over yet! We have reached a new milestone thanks to you! We are proud to announce the opening of our 200th Café in the Middle East at Al Khaleej Mall, Riyadh.

Celebrations are not over! We have reached a new milestone and it is all thanks to YOU! We are proud to announce the opening of our 200th café in the Middle East in Khaleej Mall, Riyadh.",April
timhortonssaudi,We wish you and your loved ones Ramadan Kareem ??,April
timhortonssaudi,"Ramadan is the best time to share love and happiness with your family and friends ?? ?? ?? ??
Order a dozen fresh donuts from your nearest Tim Hortons ????",April
timhortonssaudi,"Baklava is a must during Ramadan right? ??
Well, Baklava Tims Shakers or Iced Kap should definitely be the Ramadan favorite in 2022!
Who is with us? ????",April
timhortonssaudi,"A donut in one hand ???
Fresh coffee in the other ??
Take a break from the daily routine with Tims.",April
timhortonssaudi,"Salty and sweet in a latte ???
? Our
salted caramel latte is now available, just as you prefer. ?
Hot ? or iced ?? Decision is yours!",April
